resolution,series,3-gram
94,2021,group coordination appropriate
94,2021,coordination appropriate implementing
94,2021,appropriate implementing agencies
94,2021,implementing agencies recommendations
94,2021,agencies recommendations iatf
94,2021,recommendations iatf technical
94,2021,iatf technical working
94,2021,technical working group
94,2021,working group new
94,2021,group new covid
94,2021,new covid variants
94,2021,covid variants approved
94,2021,variants approved specifics
94,2021,approved specifics follows
94,2021,specifics follows entry
94,2021,follows entry travel
94,2021,entry travel restrictions
94,2021,travel restrictions governing
94,2021,restrictions governing rules
94,2021,governing rules applicable
94,2021,rules applicable travelers
94,2021,applicable travelers coming
94,2021,travelers coming transiting
94,2021,coming transiting following
94,2021,transiting following countries
94,2021,following countries jurisdictions
94,2021,countries jurisdictions listed
94,2021,jurisdictions listed hereunder
94,2021,listed hereunder extended
94,2021,hereunder extended january
94,2021,extended january 2021
94,2021,january 2021 united
94,2021,2021 united kingdom
94,2021,united kingdom denmark
94,2021,kingdom denmark ireland
94,2021,denmark ireland japan
94,2021,ireland japan australia
94,2021,japan australia israel
94,2021,australia israel netherlands
94,2021,israel netherlands people
94,2021,netherlands people republic
94,2021,people republic china
94,2021,republic china including
94,2021,china including hong
94,2021,including hong kong
94,2021,hong kong special
94,2021,kong special administrative
94,2021,special administrative region
94,2021,administrative region switzerland
94,2021,region switzerland france
94,2021,switzerland france germany
94,2021,france germany iceland
94,2021,germany iceland italy
94,2021,iceland italy lebanon
94,2021,italy lebanon singapore
94,2021,lebanon singapore mone
94,2021,singapore mone sweden
94,2021,mone sweden south
94,2021,sweden south korea
94,2021,south korea south
94,2021,korea south africa
94,2021,south africa canada
94,2021,africa canada spain
94,2021,canada spain united
94,2021,spain united states
94,2021,united states america
94,2021,states america portugal
94,2021,america portugal frerepob
94,2021,portugal frerepob gor
94,2021,frerepob gor india
94,2021,gor india finland
94,2021,india finland norway
94,2021,finland norway jordan
94,2021,norway jordan brazil
94,2021,jordan brazil austria
94,2021,brazil austria pakistan
94,2021,austria pakistan jamaica
94,2021,pakistan jamaica luxembourg
94,2021,jamaica luxembourg oman
94,2021,luxembourg oman strengthening
94,2021,oman strengthening contact
94,2021,strengthening contact tracing
94,2021,contact tracing protocols
94,2021,tracing protocols expanding
94,2021,protocols expanding thirdgeneration
94,2021,expanding thirdgeneration close
94,2021,thirdgeneration close contacts
94,2021,close contacts known
94,2021,contacts known new
94,2021,known new variant
94,2021,new variant cases
94,2021,variant cases whereby
94,2021,cases whereby identified
94,2021,whereby identified close
94,2021,identified close contacts
94,2021,close contacts must
94,2021,contacts must undergo
94,2021,must undergo strict
94,2021,undergo strict facility
94,2021,strict facility based
94,2021,facility based quarantine
94,2021,based quarantine fourteen
94,2021,quarantine fourteen days
94,2021,fourteen days remaining
94,2021,days remaining contacts
94,2021,remaining contacts flight
94,2021,contacts flight manifest
94,2021,flight manifest advised
94,2021,manifest advised appropriate
94,2021,advised appropriate quarantine
94,2021,appropriate quarantine protocols
94,2021,quarantine protocols department
94,2021,protocols department interior
94,2021,department interior local
94,2021,interior local government
94,2021,local government hereby
94,2021,government hereby directed
94,2021,hereby directed issue
94,2021,directed issue necessary
94,2021,issue necessary advisories
94,2021,necessary advisories local
94,2021,advisories local government
94,2021,local government units
94,2021,government units preparation
94,2021,units preparation strengthening
94,2021,preparation strengthening maintenance
94,2021,strengthening maintenance quarantine
94,2021,maintenance quarantine facilities
94,2021,quarantine facilities contact
94,2021,facilities contact tracing
94,2021,contact tracing efforts
94,2021,tracing efforts possible
94,2021,efforts possible surge
94,2021,possible surge covid
94,2021,surge covid cases
94,2021,covid cases incoming
94,2021,cases incoming travelers
94,2021,incoming travelers country
94,2021,travelers country found
94,2021,country found positive
94,2021,found positive undergo
94,2021,positive undergo whole
94,2021,undergo whole genome
94,2021,whole genome sequencing
94,2021,genome sequencing conducted
94,2021,sequencing conducted doh
94,2021,conducted doh university
94,2021,doh university philippines
94,2021,university philippines philippine
94,2021,philippines philippine genome
94,2021,philippine genome center
94,2021,genome center national
94,2021,center national institutes
94,2021,national institutes health
94,2021,institutes health addition
94,2021,health addition prescribed
94,2021,addition prescribed testing
94,2021,prescribed testing quarantine
94,2021,testing quarantine protocols
94,2021,quarantine protocols overseas
94,2021,protocols overseas workers
94,2021,overseas workers welfare
94,2021,workers welfare administration
94,2021,welfare administration dotr
94,2021,administration dotr one
94,2021,dotr one stop
94,2021,one stop shop
94,2021,stop shop together
94,2021,shop together doh
94,2021,together doh pgc
94,2021,doh pgc nih
94,2021,pgc nih directed
94,2021,nih directed ensure
94,2021,directed ensure implementation
94,2021,ensure implementation appropriate
94,2021,implementation appropriate protocols
94,2021,appropriate protocols found
94,2021,protocols found positive
94,2021,found positive new
94,2021,positive new covid
94,2021,new covid variants
94,2021,covid variants small
94,2021,variants small working
94,2021,small working group
94,2021,working group composed
94,2021,group composed doh
94,2021,composed doh lead
94,2021,doh lead department
94,2021,lead department tourism
94,2021,department tourism department
94,2021,tourism department interior
94,2021,department interior local
94,2021,interior local government
94,2021,local government department
94,2021,government department public
94,2021,department public works
94,2021,public works highways
94,2021,works highways department
94,2021,highways department budget
94,2021,department budget management
94,2021,budget management department
94,2021,management department national
94,2021,department national defense
94,2021,national defense bureau
94,2021,defense bureau quarantine
94,2021,bureau quarantine overseas
94,2021,quarantine overseas workers
94,2021,overseas workers welfare
94,2021,workers welfare administration
94,2021,welfare administration representatives
94,2021,administration representatives national
94,2021,representatives national task
94,2021,national task force
94,2021,task force covid
94,2021,force covid task
94,2021,covid task group
94,2021,task group management
94,2021,group management returning
94,2021,management returning overseas
94,2021,returning overseas filipinos
94,2021,overseas filipinos hereby
94,2021,filipinos hereby directed
94,2021,hereby directed convene
94,2021,directed convene soon
94,2021,convene soon possible
94,2021,soon possible resolve
94,2021,possible resolve issues
94,2021,resolve issues funding
94,2021,issues funding availability
94,2021,funding availability use
94,2021,availability use quarantine
94,2021,use quarantine facilities
94,2021,quarantine facilities eventual
94,2021,facilities eventual handing
94,2021,eventual handing lgus
94,2021,handing lgus arriving
94,2021,lgus arriving overseas
94,2021,arriving overseas filipinos
94,2021,overseas filipinos including
94,2021,filipinos including contingency
94,2021,including contingency plans
94,2021,contingency plans continuation
94,2021,plans continuation weekly
